clip	ending0	ending1	ending2	ending3	ending4	label
video9742	a actor watches his film	a boy is playing with toys	in a field a coyote looks up at the stars	a actor explains about his film	some food is boiling in a pan	3
video7349	in a moving vehicle the driver explains the ease of operation due to the vehicle s flat front	two men are sitting on chairs made of bound magazines yelling at each other	two men are sitting on chairs made of bound magazines talking with each other	a big crocodile weirdly smiling and looking to a unknown direction	a boy is talking about google logo s on people s shirts	2
video7348	an ad for a stroller	small ring type is displayed on the screen	a woman is speaking to the camera	an animated man discusses dr sachs who can t recognize his own face	a woman is singing to the camera	2
video7347	a person is sewing something	a man is talking about working with electronics	an art project made with legos depicts a bulldozer putting something into a dumptruck	a man talks about the problem of poaching	a person is explaining something	4
video7346	scene from a movie	a collage of different people yelling	a collage of different people talking	a woman is talking a stroller apart and folding it	a girl shows off a popsicle shirt	2
video7345	a man sings the educational teaching methods at his school	a guy walks across a room to a window then goes outside	a man narrates the educational teaching methods at his school	a woman talk about a alpacas animal	bbc one shows a rock concert	2
video7343	people are talking	a junk yard with men destroying machines	a factory with men working machines	its a women dancing on streets	travel show that travels the world and trys different types of meals	2
video7342	a woman gives a makeup tutorial	a woman in a chef uniform is showing how to prepare crab	there is a school bus is parked on the road side	a hamster is licking at it s cage then it s owner s hand	a hamster is sniffing at it s cage then it s owner s hand	4
video7341	woman giving birth	men all sit at a table and talk to one another	memory sequence of a pig in the mine craft game	woman talking about birth	two women talking to each other on the camera	3
video7340	one person give a describing about the car price	a man and a women are sitting together	a man dances around in an office	a woman in black outfit dances near a stairway outside	one person give a describing about the car features	4
video8426	a woman is mixing cheese and spinach together	a man in an elevator	shots of wooden houses with porches on a beach while people swim	a first person shooter game goes outside to look for stuff to kill	shots of wooden houses with porches on a beach while people sunbathe	4
